period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Quarterly,2024-10-01,2024,,2024Q4,Enterprise West,Media & SaaS,NA West,2454000,2091000,73.8,11,229000,2784000,3.87,,,0.0127,1.056,,
Quarterly,2024-10-01,2024,,2024Q4,Enterprise West,Retail & eCommerce,NA West,2431000,2069000,70.6,11,266000,3479000,3.9,,,0.0138,1.14,,
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,FinTech,NA National,369000,291000,51.7,23,17000,297000,2.08,,,0.0294,0.855,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,Government & Education,NA National,257000,196000,55.1,25,10000,228000,2.12,,,0.0235,0.816,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,Healthcare,NA National,350000,282000,49.7,20,20000,211000,1.8,,,0.0271,0.898,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,Manufacturing,NA National,314000,243000,48.4,22,14000,182000,1.72,,,0.0329,0.856,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,Media & SaaS,NA National,360000,276000,45.8,22,17000,236000,2.01,,,0.0271,0.843,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Hardware & Appliances,Retail & eCommerce,NA National,326000,267000,54.5,18,20000,240000,1.77,,,0.0352,0.812,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,International APAC,FinTech,APAC,958000,723000,72.1,24,62000,874000,3.26,,,0.0203,1.065,,
Quarterly,2024-10-01,2024,,2024Q4,International APAC,Government & Education,APAC,704000,590000,69.6,15,54000,1125000,4.06,,,0.0145,1.083,,
Quarterly,2024-10-01,2024,,2024Q4,International APAC,Healthcare,APAC,889000,705000,78.2,25,37000,1101000,3.84,,,0.0212,1.127,,
Quarterly,2024-10-01,2024,,2024Q4,International APAC,Manufacturing,APAC,809000,650000,71.5,18,49000,961000,3.51,,,0.0181,1.089,,
Quarterly,2024-10-01,2024,,2024Q4,International APAC,Media & SaaS,APAC,907000,722000,73.5,16,64000,1430000,3.19,,,0.0142,1.076,,
Quarterly,2024-10-01,2024,,2024Q4,International APAC,Retail & eCommerce,APAC,852000,719000,74.4,23,43000,847000,3.78,,,0.0111,1.143,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,FinTech,EMEA,1228000,974000,73.4,29,49000,1360000,3.78,,,0.0145,1.047,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,Government & Education,EMEA,926000,742000,72.2,21,45000,1188000,3.56,,,0.008,1.084,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,Healthcare,EMEA,1198000,1009000,69.5,13,100000,1653000,3.95,,,0.0193,1.041,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,Manufacturing,EMEA,1033000,845000,70.0,15,71000,1479000,4.06,,,0.0196,1.116,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,Media & SaaS,EMEA,1237000,986000,75.4,21,68000,1792000,3.98,,,0.0154,1.123,,
Quarterly,2024-10-01,2024,,2024Q4,International EMEA,Retail & eCommerce,EMEA,1088000,834000,74.7,22,50000,1736000,3.7,,,0.0068,1.11,,
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,FinTech,NA National,606000,471000,49.7,25,31000,349000,1.84,,,0.0216,0.864,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,Government & Education,NA National,446000,350000,51.2,12,38000,279000,1.72,,,0.0236,0.855,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,Healthcare,NA National,536000,435000,55.1,15,39000,239000,1.89,,,0.0316,0.812,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,Manufacturing,NA National,561000,448000,51.3,23,25000,293000,1.85,,,0.035,0.847,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,Media & SaaS,NA National,582000,426000,53.4,23,26000,327000,1.7,,,0.0308,0.838,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Legacy On-Prem,Retail & eCommerce,NA National,589000,481000,45.6,14,45000,458000,1.96,,,0.0342,0.848,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,FinTech,NA National,1315000,1000000,70.6,21,81000,1723000,3.29,,,0.0146,1.116,,
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,Government & Education,NA National,960000,790000,70.1,17,65000,1772000,3.81,,,0.0071,1.113,,
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,Healthcare,NA National,1293000,1043000,66.5,21,73000,1225000,3.42,,,0.019,1.16,,
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,Manufacturing,NA National,1115000,927000,73.8,22,58000,1856000,4.06,,,0.015,1.011,,
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,Media & SaaS,NA National,1294000,1090000,75.3,23,57000,2560000,4.27,,,0.0225,1.077,,
Quarterly,2024-10-01,2024,,2024Q4,Mid-Market,Retail & eCommerce,NA National,1197000,981000,73.8,11,109000,1868000,3.98,,,0.0139,1.087,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,FinTech,NA National,748000,612000,71.6,16,53000,974000,3.77,,,0.0117,1.06,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,Government & Education,NA National,558000,437000,68.9,13,48000,918000,4.3,,,0.0087,1.071,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,Healthcare,NA National,711000,616000,72.2,13,66000,988000,3.51,,,0.0175,1.024,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,Manufacturing,NA National,685000,519000,69.9,12,75000,898000,3.54,,,0.0167,1.126,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,Media & SaaS,NA National,696000,562000,69.5,14,55000,983000,4.31,,,0.0147,1.137,,
Quarterly,2024-10-01,2024,,2024Q4,Public Sector,Retail & eCommerce,NA National,662000,508000,71.7,8,87000,763000,3.61,,,0.0127,1.029,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,FinTech,NA National,628000,511000,71.1,34,19000,936000,3.49,,,0.0152,1.177,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,Government & Education,NA National,450000,362000,77.8,32,14000,417000,3.77,,,0.0197,1.084,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,Healthcare,NA National,623000,512000,68.0,35,18000,813000,3.91,,,0.0104,1.079,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,Manufacturing,NA National,536000,468000,67.3,28,19000,799000,4.04,,,0.0107,1.039,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,Media & SaaS,NA National,587000,460000,71.2,32,18000,917000,3.8,,,0.021,1.145,,
Quarterly,2024-10-01,2024,,2024Q4,SMB Online,Retail & eCommerce,NA National,549000,458000,68.2,34,16000,895000,3.82,,,0.0181,1.172,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,FinTech,NA National,3223000,2655000,71.7,15,217000,5739000,4.2,,,0.0219,1.074,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,Government & Education,NA National,2500000,2042000,70.2,10,288000,3672000,3.8,,,0.0174,1.123,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,Healthcare,NA National,3149000,2452000,68.2,9,548000,3843000,3.13,,,0.0165,1.098,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,Manufacturing,NA National,2560000,2065000,69.0,8,440000,4585000,3.97,,,0.0146,1.137,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,Media & SaaS,NA National,3792000,3204000,71.5,15,256000,6100000,4.0,,,0.0163,1.033,,
Quarterly,2024-10-01,2024,,2024Q4,Strategic Accounts,Retail & eCommerce,NA National,3212000,2569000,70.3,11,296000,4591000,3.53,,,0.0181,1.142,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,FinTech,NA National,970000,791000,68.7,19,56000,1551000,4.07,,,0.0103,1.068,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,Government & Education,NA National,738000,595000,72.6,15,57000,1100000,4.13,,,0.0086,1.078,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,Healthcare,NA National,873000,748000,72.4,21,44000,1113000,3.22,,,0.0103,1.143,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,Manufacturing,NA National,900000,734000,71.6,20,47000,1105000,3.46,,,0.0121,1.142,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,Media & SaaS,NA National,963000,805000,65.2,21,47000,1121000,3.68,,,0.0229,1.092,,
Quarterly,2025-01-01,2025,,2025Q1,Channel Partners,Retail & eCommerce,NA National,922000,778000,69.9,29,34000,1061000,3.45,,,0.0081,1.075,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,FinTech,NA National,1422000,1125000,75.8,30,48000,2165000,4.38,,,0.0195,1.116,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,Government & Education,NA National,1083000,838000,66.4,30,38000,1338000,3.97,,,0.0075,1.098,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,Healthcare,NA National,1328000,1127000,69.8,38,35000,1559000,3.65,,,0.0188,1.139,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,Manufacturing,NA National,1223000,1002000,73.3,32,39000,2117000,4.22,,,0.0179,1.109,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,Media & SaaS,NA National,1287000,1053000,70.3,24,58000,1732000,3.34,,,0.0192,1.071,,
Quarterly,2025-01-01,2025,,2025Q1,Customer Expansion,Retail & eCommerce,NA National,1338000,1038000,72.1,35,41000,1310000,3.19,,,0.0194,1.129,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,FinTech,NA East,1880000,1552000,72.8,12,161000,2041000,4.2,,,0.0174,1.054,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,Government & Education,NA East,1384000,1099000,69.8,13,107000,1608000,3.48,,,0.0204,1.144,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,Healthcare,NA East,1719000,1441000,71.1,13,152000,2207000,4.03,,,0.0169,1.083,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,Manufacturing,NA East,1563000,1258000,70.8,17,106000,1634000,3.6,,,0.0123,1.072,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,Media & SaaS,NA East,1926000,1633000,69.2,11,179000,3152000,4.58,,,0.0151,1.068,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise East,Retail & eCommerce,NA East,1683000,1297000,67.8,17,105000,2015000,3.44,,,0.0191,1.042,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,FinTech,NA West,1747000,1480000,68.0,10,179000,2837000,3.89,,,0.0175,1.16,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,Government & Education,NA West,1343000,1078000,72.7,9,164000,2458000,3.98,,,0.0121,1.07,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,Healthcare,NA West,1800000,1476000,71.5,11,201000,1960000,3.31,,,0.0146,1.126,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,Manufacturing,NA West,1657000,1282000,74.8,14,122000,2227000,3.78,,,0.0157,1.069,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,Media & SaaS,NA West,1747000,1429000,74.5,11,162000,1629000,4.0,,,0.016,1.11,,
Quarterly,2025-01-01,2025,,2025Q1,Enterprise West,Retail & eCommerce,NA West,1684000,1444000,72.0,12,175000,1898000,3.7,,,0.0186,1.067,,
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,FinTech,NA National,280000,218000,51.6,16,21000,103000,1.63,,,0.0388,0.789,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,Government & Education,NA National,223000,178000,48.6,19,12000,163000,1.9,,,0.0349,0.873,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,Healthcare,NA National,243000,183000,48.0,14,19000,170000,1.75,,,0.0302,0.805,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,Manufacturing,NA National,245000,190000,49.9,18,15000,223000,2.14,,,0.0342,0.865,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,Media & SaaS,NA National,265000,205000,51.1,16,17000,190000,2.19,,,0.032,0.778,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Hardware & Appliances,Retail & eCommerce,NA National,258000,199000,49.8,22,12000,172000,1.64,,,0.025,0.845,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,International APAC,FinTech,APAC,802000,643000,69.5,24,33000,878000,3.68,,,0.0157,1.063,,
Quarterly,2025-01-01,2025,,2025Q1,International APAC,Government & Education,APAC,622000,503000,72.7,14,59000,891000,4.15,,,0.014,1.142,,
Quarterly,2025-01-01,2025,,2025Q1,International APAC,Healthcare,APAC,811000,626000,72.3,20,45000,1062000,3.57,,,0.0125,1.11,,
Quarterly,2025-01-01,2025,,2025Q1,International APAC,Manufacturing,APAC,693000,566000,69.6,20,37000,1077000,4.5,,,0.0151,1.162,,
Quarterly,2025-01-01,2025,,2025Q1,International APAC,Media & SaaS,APAC,781000,638000,69.2,22,38000,907000,3.66,,,0.0119,1.128,,
Quarterly,2025-01-01,2025,,2025Q1,International APAC,Retail & eCommerce,APAC,762000,637000,73.7,26,35000,868000,3.73,,,0.0141,1.16,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,FinTech,EMEA,1113000,887000,71.7,22,70000,1561000,3.99,,,0.0109,1.1,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,Government & Education,EMEA,786000,633000,72.8,30,27000,1018000,4.22,,,0.0156,1.099,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,Healthcare,EMEA,1025000,797000,70.1,21,59000,1812000,3.98,,,0.0146,1.062,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,Manufacturing,EMEA,1047000,901000,70.7,20,54000,1181000,3.47,,,0.0167,1.12,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,Media & SaaS,EMEA,1057000,827000,67.4,21,53000,1364000,3.83,,,0.0113,1.079,,
Quarterly,2025-01-01,2025,,2025Q1,International EMEA,Retail & eCommerce,EMEA,940000,741000,70.7,17,58000,1016000,4.08,,,0.0173,1.13,,
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,FinTech,NA National,466000,377000,48.5,16,41000,219000,1.57,,,0.0374,0.784,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,Government & Education,NA National,337000,275000,56.0,13,26000,282000,1.95,,,0.0324,0.879,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,Healthcare,NA National,396000,319000,48.5,18,22000,253000,2.05,,,0.0336,0.786,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,Manufacturing,NA National,386000,307000,52.7,14,37000,249000,1.78,,,0.0382,0.777,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,Media & SaaS,NA National,439000,344000,52.1,19,25000,409000,2.02,,,0.0384,0.882,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Legacy On-Prem,Retail & eCommerce,NA National,405000,317000,47.1,20,21000,148000,1.45,,,0.0307,0.836,At Risk,Quarterly view: negative trend; pipeline coverage weakening.
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,FinTech,NA National,1105000,901000,69.9,20,69000,1717000,4.03,,,0.0142,1.125,,
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,Government & Education,NA National,809000,658000,72.5,22,40000,729000,3.72,,,0.0121,1.227,,
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,Healthcare,NA National,1086000,822000,73.8,16,95000,1422000,3.45,,,0.0218,1.116,,
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,Manufacturing,NA National,956000,731000,68.7,22,48000,1757000,4.28,,,0.008,1.104,,
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,Media & SaaS,NA National,1109000,870000,75.5,12,111000,1490000,4.31,,,0.0207,1.118,,
Quarterly,2025-01-01,2025,,2025Q1,Mid-Market,Retail & eCommerce,NA National,969000,743000,73.9,25,40000,1159000,3.8,,,0.0187,1.034,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,FinTech,NA National,650000,522000,70.4,12,56000,817000,4.07,,,0.0138,1.143,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,Government & Education,NA National,499000,425000,70.2,15,37000,781000,4.44,,,0.0195,1.059,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,Healthcare,NA National,653000,547000,77.1,12,58000,605000,3.06,,,0.0163,1.092,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,Manufacturing,NA National,562000,452000,76.0,11,64000,720000,3.9,,,0.0188,1.128,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,Media & SaaS,NA National,624000,509000,71.5,17,38000,794000,3.78,,,0.0067,1.115,,
Quarterly,2025-01-01,2025,,2025Q1,Public Sector,Retail & eCommerce,NA National,588000,497000,75.3,14,52000,699000,3.79,,,0.0104,1.205,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,FinTech,NA National,499000,427000,72.0,22,23000,566000,3.55,,,0.0197,1.104,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,Government & Education,NA National,378000,329000,74.1,30,13000,521000,3.52,,,0.0079,1.153,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,Healthcare,NA National,476000,375000,74.7,46,11000,684000,3.31,,,0.0169,1.133,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,Manufacturing,NA National,438000,376000,77.6,38,12000,651000,3.87,,,0.0143,1.141,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,Media & SaaS,NA National,514000,440000,70.7,37,18000,581000,3.66,,,0.0127,1.081,,
Quarterly,2025-01-01,2025,,2025Q1,SMB Online,Retail & eCommerce,NA National,472000,392000,69.1,37,13000,544000,3.96,,,0.0169,1.099,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,FinTech,NA National,2888000,2450000,70.5,12,291000,4290000,3.93,,,0.0094,1.098,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,Government & Education,NA National,2103000,1814000,74.4,14,185000,3304000,3.73,,,0.0152,1.096,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,Healthcare,NA National,2717000,2192000,68.0,10,463000,4734000,4.06,,,0.0177,1.073,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,Manufacturing,NA National,2613000,2100000,69.8,17,160000,4684000,3.5,,,0.0167,1.104,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,Media & SaaS,NA National,2822000,2402000,69.5,9,331000,3647000,3.36,,,0.0134,1.137,,
Quarterly,2025-01-01,2025,,2025Q1,Strategic Accounts,Retail & eCommerce,NA National,2690000,2319000,70.7,11,268000,2948000,3.52,,,0.0194,1.108,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,FinTech,NA National,1181000,960000,69.3,23,55000,1227000,3.64,,,0.02,1.083,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,Government & Education,NA National,897000,732000,68.4,19,77000,1104000,3.88,,,0.0156,1.093,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,Healthcare,NA National,1142000,935000,74.2,20,60000,1247000,3.37,,,0.0125,1.086,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,Manufacturing,NA National,1038000,875000,72.0,26,40000,1269000,3.2,,,0.0177,1.067,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,Media & SaaS,NA National,1190000,967000,73.3,15,82000,1257000,3.84,,,0.0098,1.172,,
Quarterly,2025-04-01,2025,,2025Q2,Channel Partners,Retail & eCommerce,NA National,1118000,922000,71.3,21,55000,1477000,3.9,,,0.0143,1.071,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,FinTech,NA National,1713000,1413000,69.3,33,61000,2393000,3.7,,,0.0214,1.104,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,Government & Education,NA National,1282000,1009000,71.9,34,40000,1539000,3.72,,,0.0058,1.123,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,Healthcare,NA National,1614000,1224000,70.7,37,46000,2050000,2.89,,,0.0096,1.144,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,Manufacturing,NA National,1449000,1126000,70.0,28,56000,1510000,3.5,,,0.0112,1.122,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,Media & SaaS,NA National,1686000,1399000,69.5,34,55000,3113000,4.4,,,0.0171,1.155,,
Quarterly,2025-04-01,2025,,2025Q2,Customer Expansion,Retail & eCommerce,NA National,1520000,1257000,71.7,36,43000,1039000,3.55,,,0.0196,1.116,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,FinTech,NA East,1914000,1538000,79.0,11,176000,3157000,3.82,,,0.015,1.095,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,Government & Education,NA East,1302000,1121000,73.3,10,148000,2123000,3.69,,,0.0138,1.031,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,Healthcare,NA East,1750000,1431000,74.8,16,128000,2566000,3.83,,,0.0178,1.09,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,Manufacturing,NA East,1609000,1350000,73.6,6,322000,2602000,4.28,,,0.0095,1.114,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,Media & SaaS,NA East,1797000,1511000,76.8,13,147000,2945000,3.49,,,0.0148,1.092,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise East,Retail & eCommerce,NA East,1661000,1416000,73.5,15,121000,2411000,3.81,,,0.0149,1.075,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,FinTech,NA West,2137000,1839000,72.1,15,146000,3215000,4.26,,,0.0193,1.07,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,Government & Education,NA West,1566000,1236000,71.2,7,232000,1861000,3.73,,,0.0197,1.113,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,Healthcare,NA West,2055000,1633000,66.7,12,206000,1957000,3.04,,,0.0115,1.099,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,Manufacturing,NA West,1816000,1489000,66.4,7,269000,2717000,4.2,,,0.0146,1.059,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,Media & SaaS,NA West,2128000,1687000,72.9,14,170000,3753000,4.44,,,0.0235,1.085,,
Quarterly,2025-04-01,2025,,2025Q2,Enterprise West,Retail & eCommerce,NA West,1831000,1439000,74.2,10,209000,1619000,3.36,,,0.0129,1.17,,
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,FinTech,NA National,286000,214000,50.9,13,26000,128000,1.54,,,0.0408,0.823,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,Government & Education,NA National,202000,159000,54.8,16,13000,115000,1.84,,,0.0304,0.783,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,Healthcare,NA National,276000,210000,48.6,17,17000,225000,1.84,,,0.0355,0.737,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,Manufacturing,NA National,235000,197000,45.5,13,21000,60000,1.11,,,0.0337,0.812,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,Media & SaaS,NA National,298000,230000,43.3,14,23000,126000,1.41,,,0.0285,0.78,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Hardware & Appliances,Retail & eCommerce,NA National,259000,207000,52.1,15,23000,111000,2.0,,,0.0362,0.795,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,International APAC,FinTech,APAC,861000,699000,69.9,23,40000,1220000,3.93,,,0.0205,1.066,,
Quarterly,2025-04-01,2025,,2025Q2,International APAC,Government & Education,APAC,682000,529000,71.5,17,42000,1077000,4.17,,,0.0079,1.086,,
Quarterly,2025-04-01,2025,,2025Q2,International APAC,Healthcare,APAC,838000,729000,76.9,22,41000,1181000,3.68,,,0.0139,1.107,,
Quarterly,2025-04-01,2025,,2025Q2,International APAC,Manufacturing,APAC,764000,608000,77.0,25,31000,939000,3.35,,,0.0107,1.126,,
Quarterly,2025-04-01,2025,,2025Q2,International APAC,Media & SaaS,APAC,837000,684000,75.2,20,43000,959000,4.12,,,0.0151,1.124,,
Quarterly,2025-04-01,2025,,2025Q2,International APAC,Retail & eCommerce,APAC,778000,614000,72.4,16,54000,899000,3.86,,,0.0199,1.072,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,FinTech,EMEA,1149000,920000,74.0,29,41000,1427000,4.19,,,0.008,1.05,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,Government & Education,EMEA,848000,708000,74.6,16,57000,1241000,3.54,,,0.009,1.166,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,Healthcare,EMEA,1094000,924000,71.4,22,54000,1451000,4.21,,,0.02,1.021,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,Manufacturing,EMEA,1037000,859000,72.8,20,53000,1455000,3.97,,,0.0117,1.015,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,Media & SaaS,EMEA,1076000,939000,71.5,22,53000,1275000,4.02,,,0.019,1.08,,
Quarterly,2025-04-01,2025,,2025Q2,International EMEA,Retail & eCommerce,EMEA,1068000,867000,72.9,12,112000,1471000,4.08,,,0.011,1.074,,
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,FinTech,NA National,437000,346000,50.5,14,41000,271000,2.31,,,0.0327,0.77,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,Government & Education,NA National,327000,249000,51.6,22,15000,130000,1.41,,,0.0378,0.805,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
